,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0.],[2. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.],[2. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0.],[2. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0.],[2. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0.],[2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0.],[3. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0.],[3. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[3. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0.],[3. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0.],[3. 3. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[3. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0.],[3. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0.],[4. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[4. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[4. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0.],[4. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[4. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 2. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[5. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[5. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0.],[5. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[5. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[6. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[6. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[7. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
[6. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],-0.45454545454545453,-0.37575757575757573,-0.31385281385281383,-0.24458874458874458,-0.15151515151515152,-0.0,-0.1696969696969697,-0.13203463203463203,-0.07575757575757576,-0.0,-0.032467532467532464,-0.0,-0.0,-0.0,-0.05670995670995671,-0.032467532467532464,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.010822510822510822,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[6. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0.],-1.0,-0.703030303030303,-0.4681818181818182,-0.2727272727272727,-0.10606060606060606,-0.0,-0.421969696969697,-0.2383838383838384,-0.0946969696969697,-0.0,-0.07575757575757576,-0.0,-0.0,-0.0,-0.1696969696969697,-0.06313131313131314,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.03787878787878788,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[6. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.6606060606060606,-0.2787878787878788,-0.06060606060606061,-0.0,-0.7454545454545455,-0.37575757575757573,-0.10101010101010101,-0.0,-0.15151515151515152,-0.0,-0.0,-0.0,-0.37575757575757573,-0.10101010101010101,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.10101010101010101,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[6. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.7454545454545455,-0.42424242424242425,-0.1414141414141414,-0.0,-0.703030303030303,-0.37575757575757573,-0.12121212121212122,-0.0,-0.10101010101010101,-0.0,-0.0,-0.0,-0.37575757575757573,-0.12626262626262627,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.10101010101010101,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[6. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-0.6181818181818182,-0.18181818181818182,-0.0,-1.0,-0.6181818181818182,-0.18181818181818182,-0.0,-0.18181818181818182,-0.0,-0.0,-0.0,-0.6181818181818182,-0.18181818181818182,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.22727272727272727,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[7. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],-1.0,-0.7454545454545455,-0.5606060606060606,-0.3939393939393939,-0.21212121212121213,-0.0,-0.421969696969697,-0.2727272727272727,-0.13257575757575757,-0.0,-0.07575757575757576,-0.0,-0.0,-0.0,-0.1696969696969697,-0.07575757575757576,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.03787878787878788,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
[7. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.7454545454545455,-0.42424242424242425,-0.1414141414141414,-0.0,-0.7454545454545455,-0.42525252525252527,-0.15151515151515152,-0.0,-0.15151515151515152,-0.0,-0.0,-0.0,-0.37575757575757573,-0.12626262626262627,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.10101010101010101,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0
[7. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-0.6181818181818182,-0.18181818181818182,-0.0,-1.0,-0.6181818181818182,-0.18181818181818182,-0.0,-0.18181818181818182,-0.0,-0.0,-0.0,-0.6727272727272727,-0.22727272727272727,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.22727272727272727,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
[8. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.8181818181818182,-0.5757575757575758,-0.2828282828282828,-0.0,-0.7454545454545455,-0.47474747474747475,-0.21212121212121213,-0.0,-0.15151515151515152,-0.0,-0.0,-0.0,-0.37575757575757573,-0.15151515151515152,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.10101010101010101,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
[8. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-0.6181818181818182,-0.18181818181818182,-0.0,-1.0,-0.6727272727272727,-0.22727272727272727,-0.0,-0.2727272727272727,-0.0,-0.0,-0.0,-0.6727272727272727,-0.22727272727272727,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.22727272727272727,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
[9. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-0.7818181818181819,-0.36363636363636365,-0.0,-1.0,-0.7272727272727273,-0.3181818181818182,-0.0,-0.2727272727272727,-0.0,-0.0,-0.0,-0.6727272727272727,-0.2727272727272727,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.22727272727272727,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],-1.0,-1.0,-1.0,-1.0,-0.45454545454545453,-0.0,-1.0,-1.0,-0.45454545454545453,-0.0,-0.45454545454545453,-0.0,-0.0,-0.0,-1.0,-0.45454545454545453,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.45454545454545453,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
