,[2. 2. 2. 1. 1. 1. 1. 1. 1. 1.],[2. 2. 2. 2. 1. 1. 1. 1. 1. 0.],[2. 2. 2. 2. 2. 1. 1. 1. 0. 0.],[2. 2. 2. 2. 2. 2. 1. 0. 0. 0.],[3. 2. 1. 1. 1. 1. 1. 1. 1. 1.],[3. 2. 2. 1. 1. 1. 1. 1. 1. 0.],[3. 2. 2. 2. 1. 1. 1. 1. 0. 0.],[3. 2. 2. 2. 2. 1. 1. 0. 0. 0.],[3. 2. 2. 2. 2. 2. 0. 0. 0. 0.],[3. 3. 1. 1. 1. 1. 1. 1. 1. 0.],[3. 3. 2. 1. 1. 1. 1. 1. 0. 0.],[3. 3. 2. 2. 1. 1. 1. 0. 0. 0.],[3. 3. 2. 2. 2. 1. 0. 0. 0. 0.],[3. 3. 3. 1. 1. 1. 1. 0. 0. 0.],[3. 3. 3. 2. 1. 1. 0. 0. 0. 0.],[3. 3. 3. 2. 2. 0. 0. 0. 0. 0.],[3. 3. 3. 3. 1. 0. 0. 0. 0. 0.],[4. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[4. 2. 1. 1. 1. 1. 1. 1. 1. 0.],[4. 2. 2. 1. 1. 1. 1. 1. 0. 0.],[4. 2. 2. 2. 1. 1. 1. 0. 0. 0.],[4. 2. 2. 2. 2. 1. 0. 0. 0. 0.],[4. 3. 1. 1. 1. 1. 1. 1. 0. 0.],[4. 3. 2. 1. 1. 1. 1. 0. 0. 0.],[4. 3. 2. 2. 1. 1. 0. 0. 0. 0.],[4. 3. 2. 2. 2. 0. 0. 0. 0. 0.],[4. 3. 3. 1. 1. 1. 0. 0. 0. 0.],[4. 3. 3. 2. 1. 0. 0. 0. 0. 0.],[4. 3. 3. 3. 0. 0. 0. 0. 0. 0.],[4. 4. 1. 1. 1. 1. 1. 0. 0. 0.],[4. 4. 2. 1. 1. 1. 0. 0. 0. 0.],[4. 4. 2. 2. 1. 0. 0. 0. 0. 0.],[4. 4. 3. 1. 1. 0. 0. 0. 0. 0.],[4. 4. 3. 2. 0. 0. 0. 0. 0. 0.],[4. 4. 4. 1. 0. 0. 0. 0. 0. 0.],[5. 1. 1. 1. 1. 1. 1. 1. 1. 0.],[5. 2. 1. 1. 1. 1. 1. 1. 0. 0.],[5. 2. 2. 1. 1. 1. 1. 0. 0. 0.],[5. 2. 2. 2. 1. 1. 0. 0. 0. 0.],[5. 2. 2. 2. 2. 0. 0. 0. 0. 0.],[5. 3. 1. 1. 1. 1. 1. 0. 0. 0.],[5. 3. 2. 1. 1. 1. 0. 0. 0. 0.],[5. 3. 2. 2. 1. 0. 0. 0. 0. 0.],[5. 3. 3. 1. 1. 0. 0. 0. 0. 0.],[5. 3. 3. 2. 0. 0. 0. 0. 0. 0.],[5. 4. 1. 1. 1. 1. 0. 0. 0. 0.],[5. 4. 2. 1. 1. 0. 0. 0. 0. 0.],[5. 4. 2. 2. 0. 0. 0. 0. 0. 0.],[5. 4. 3. 1. 0. 0. 0. 0. 0. 0.],[5. 4. 4. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 1. 1. 1. 0. 0. 0. 0. 0.],[5. 5. 2. 1. 0. 0. 0. 0. 0. 0.],[5. 5. 3. 0. 0. 0. 0. 0. 0. 0.],[6. 1. 1. 1. 1. 1. 1. 1. 0. 0.],[6. 2. 1. 1. 1. 1. 1. 0. 0. 0.],[6. 2. 2. 1. 1. 1. 0. 0. 0. 0.],[6. 2. 2. 2. 1. 0. 0. 0. 0. 0.],[6. 3. 1. 1. 1. 1. 0. 0. 0. 0.],[6. 3. 2. 1. 1. 0. 0. 0. 0. 0.],[6. 3. 2. 2. 0. 0. 0. 0. 0. 0.],[6. 3. 3. 1. 0. 0. 0. 0. 0. 0.],[6. 4. 1. 1. 1. 0. 0. 0. 0. 0.],[6. 4. 2. 1. 0. 0. 0. 0. 0. 0.],[6. 4. 3. 0. 0. 0. 0. 0. 0. 0.],[6. 5. 1. 1. 0. 0. 0. 0. 0. 0.],[6. 5. 2. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 1. 0. 0. 0. 0. 0. 0. 0.],[7. 1. 1. 1. 1. 1. 1. 0. 0. 0.],[7. 2. 1. 1. 1. 1. 0. 0. 0. 0.],[7. 2. 2. 1. 1. 0. 0. 0. 0. 0.],[7. 2. 2. 2. 0. 0. 0. 0. 0. 0.],[7. 3. 1. 1. 1. 0. 0. 0. 0. 0.],[7. 3. 2. 1. 0. 0. 0. 0. 0. 0.],[7. 3. 3. 0. 0. 0. 0. 0. 0. 0.],[7. 4. 1. 1. 0. 0. 0. 0. 0. 0.],[7. 4. 2. 0. 0. 0. 0. 0. 0. 0.],[7. 5. 1. 0. 0. 0. 0. 0. 0. 0.],[7. 6. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[8. 2. 1. 1. 1. 0. 0. 0. 0. 0.],[8. 2. 2. 1. 0. 0. 0. 0. 0. 0.],[8. 3. 1. 1. 0. 0. 0. 0. 0. 0.],[8. 3. 2. 0. 0. 0. 0. 0. 0. 0.],[8. 4. 1. 0. 0. 0. 0. 0. 0. 0.],[8. 5. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[9. 2. 1. 1. 0. 0. 0. 0. 0. 0.],[9. 2. 2. 0. 0. 0. 0. 0. 0. 0.],[9. 3. 1. 0. 0. 0. 0. 0. 0. 0.],[9. 4. 0. 0. 0. 0. 0. 0. 0. 0.],[10.  1.  1.  1.  0.  0.  0.  0.  0.  0.],[10.  2.  1.  0.  0.  0.  0.  0.  0.  0.],[10.  3.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  1.  1.  0.  0.  0.  0.  0.  0.  0.],[11.  2.  0.  0.  0.  0.  0.  0.  0.  0.],[12.  1.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
[5. 2. 2. 1. 1. 1. 1. 0. 0. 0.],-0.9666666666666667,-0.9142857142857143,-0.8634920634920635,-0.8238095238095238,-0.8666666666666667,-0.763095238095238,-0.6898412698412698,-0.6336507936507937,-0.5841269841269842,-0.5416666666666666,-0.4722222222222222,-0.4123015873015873,-0.35555555555555557,-0.18452380952380953,-0.12380952380952381,-0.057539682539682536,0.17063492063492064,-0.6,-0.4722222222222222,-0.38333333333333336,-0.3107142857142857,-0.24444444444444444,-0.12380952380952381,-0.061507936507936505,0.0015873015873015873,0.06547619047619048,0.22857142857142856,0.29404761904761906,0.5714285714285714,0.30753968253968256,0.35873015873015873,0.4146825396825397,0.6059523809523809,0.6666666666666666,0.8809523809523809,-0.15555555555555556,-0.07023809523809524,0.0,0.06507936507936508,0.12698412698412698,0.25317460317460316,0.30992063492063493,0.37182539682539684,0.5793650793650794,0.6507936507936508,0.6444444444444445,0.6876984126984127,0.7428571428571429,0.8809523809523809,1.0,0.8988095238095238,0.9238095238095239,1.0,0.2833333333333333,0.3281746031746032,0.375,0.4261904761904762,0.5801587301587302,0.6281746031746032,0.6896825396825397,0.8472222222222222,0.8690476190476191,0.9023809523809524,1.0,1.0,1.0,1.0,0.7011904761904761,0.7087301587301588,0.7365079365079366,0.7833333333333333,0.8690476190476191,0.9023809523809524,1.0,1.0,1.0,1.0,1.0,0.930952380952381,0.9285714285714286,0.9452380952380952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[5. 2. 2. 2. 1. 1. 0. 0. 0. 0.],-0.9166666666666666,-0.8380952380952381,-0.7861111111111111,-0.7595238095238095,-0.7777777777777778,-0.6880952380952381,-0.6336507936507937,-0.5992063492063492,-0.5785714285714286,-0.5388888888888889,-0.4888888888888889,-0.4519047619047619,-0.4234126984126984,-0.3238095238095238,-0.2892857142857143,-0.24801587301587302,-0.12698412698412698,-0.5,-0.4305555555555556,-0.36547619047619045,-0.3107142857142857,-0.26031746031746034,-0.2246031746031746,-0.17142857142857143,-0.11984126984126985,-0.059126984126984125,-0.004761904761904762,0.05873015873015873,0.23809523809523808,0.12063492063492064,0.17976190476190476,0.25317460317460316,0.3380952380952381,0.430952380952381,0.6595238095238095,-0.2,-0.13015873015873017,-0.06507936507936508,0.0,0.07222222222222222,0.06031746031746032,0.12103174603174603,0.19563492063492063,0.2892857142857143,0.3904761904761905,0.4103174603174603,0.48412698412698413,0.5869047619047619,0.6388888888888888,0.9166666666666666,0.6928571428571428,0.7801587301587302,0.9166666666666666,0.12222222222222222,0.1873015873015873,0.2523809523809524,0.3281746031746032,0.34285714285714286,0.41388888888888886,0.5119047619047619,0.5746031746031746,0.6551587301587302,0.7388888888888889,0.8888888888888888,0.8861111111111111,0.9555555555555556,1.0,0.49523809523809526,0.5452380952380952,0.6103174603174604,0.7011904761904761,0.6551587301587302,0.7388888888888889,0.8888888888888888,0.8861111111111111,0.9555555555555556,1.0,1.0,0.780952380952381,0.8158730158730159,0.8722222222222222,0.8861111111111111,0.9555555555555556,1.0,1.0,0.9444444444444444,0.9634920634920635,0.9888888888888889,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[5. 2. 2. 2. 2. 0. 0. 0. 0. 0.],-0.8333333333333334,-0.75,-0.7142857142857143,-0.7333333333333333,-0.6666666666666666,-0.6150793650793651,-0.5841269841269842,-0.5785714285714286,-0.6222222222222222,-0.5277777777777778,-0.5079365079365079,-0.49523809523809526,-0.5063492063492063,-0.44285714285714284,-0.4380952380952381,-0.4642857142857143,-0.4007936507936508,-0.4,-0.3888888888888889,-0.3492063492063492,-0.3142857142857143,-0.28888888888888886,-0.30952380952380953,-0.2714285714285714,-0.24126984126984127,-0.21666666666666667,-0.20952380952380953,-0.18412698412698414,-0.14285714285714285,-0.047619047619047616,0.006349206349206349,0.07222222222222222,0.06031746031746032,0.13333333333333333,0.3619047619047619,-0.2222222222222222,-0.17857142857142858,-0.12698412698412698,-0.07222222222222222,0.0,-0.10714285714285714,-0.05714285714285714,-0.0,-0.0,0.06111111111111111,0.17857142857142858,0.2563492063492063,0.3888888888888889,0.3134920634920635,0.6666666666666666,0.42857142857142855,0.553968253968254,0.65,-0.0,0.05952380952380952,0.12698412698412698,0.21666666666666667,0.11507936507936507,0.18412698412698414,0.28888888888888886,0.24126984126984127,0.4007936507936508,0.5095238095238095,0.5944444444444444,0.6547619047619048,0.8388888888888889,0.8611111111111112,0.2976190476190476,0.36904761904761907,0.4642857142857143,0.6333333333333333,0.4007936507936508,0.5095238095238095,0.5944444444444444,0.6706349206349206,0.8388888888888889,0.8888888888888888,1.0,0.5753968253968254,0.6547619047619048,0.7777777777777778,0.6706349206349206,0.8388888888888889,0.8888888888888888,1.0,0.7976190476190477,0.876984126984127,1.0,0.8888888888888888,1.0,0.9404761904761905,1.0,1.0,1.0,1.0,1.0,1.0
[5. 3. 1. 1. 1. 1. 1. 0. 0. 0.],-1.0,-0.9777777777777777,-0.9087301587301587,-0.7857142857142857,-1.0,-0.9416666666666667,-0.8138888888888889,-0.6484126984126984,-0.48412698412698413,-0.8916666666666667,-0.6932539682539682,-0.4845238095238095,-0.29365079365079366,-0.27380952380952384,-0.06349206349206349,0.1111111111111111,0.373015873015873,-1.0,-0.8513888888888889,-0.6472222222222223,-0.45,-0.2746031746031746,-0.4853174603174603,-0.25317460317460316,-0.06031746031746032,0.10714285714285714,0.2015873015873016,0.3501984126984127,0.7142857142857143,0.0,0.18095238095238095,0.3273809523809524,0.5873015873015873,0.6785714285714286,0.8690476190476191,-0.7666666666666667,-0.4853174603174603,-0.25317460317460316,-0.06031746031746032,0.10714285714285714,0.0,0.19464285714285715,0.3462301587301587,0.625,0.7142857142857143,0.46746031746031746,0.5803571428571429,0.6746031746031746,0.8928571428571429,1.0,0.8511904761904762,0.8928571428571429,1.0,-0.24166666666666667,-0.0,0.18095238095238095,0.3273809523809524,0.46746031746031746,0.5803571428571429,0.6746031746031746,0.8928571428571429,0.8053571428571429,0.8621031746031746,1.0,1.0,1.0,1.0,0.375,0.5063492063492063,0.6071428571428571,0.6904761904761905,0.8511904761904762,0.8928571428571429,1.0,1.0,1.0,1.0,1.0,0.8277777777777777,0.8511904761904762,0.8928571428571429,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[5. 3. 2. 1. 1. 1. 0. 0. 0. 0.],-1.0,-0.9484126984126984,-0.8484126984126984,-0.719047619047619,-1.0,-0.9023809523809524,-0.7693650793650794,-0.6224603174603175,-0.4666666666666667,-0.85,-0.6876984126984127,-0.5257142857142857,-0.35833333333333334,-0.4238095238095238,-0.24722222222222223,-0.06507936507936508,0.06031746031746032,-1.0,-0.8069444444444445,-0.6281746031746032,-0.4548809523809524,-0.2857142857142857,-0.5369047619047619,-0.3541666666666667,-0.1765873015873016,-0.0017857142857142857,-0.061507936507936505,0.12103174603174603,0.430952380952381,-0.18095238095238095,0.0,0.17142857142857143,0.2996031746031746,0.46190476190476193,0.6261904761904762,-0.7333333333333333,-0.513095238095238,-0.30992063492063493,-0.12103174603174603,0.05714285714285714,-0.19464285714285715,0.0,0.18273809523809523,0.31706349206349205,0.49166666666666664,0.1880952380952381,0.3615079365079365,0.5166666666666667,0.6581349206349206,0.9166666666666666,0.575,0.7130952380952381,0.9333333333333333,-0.3416666666666667,-0.12936507936507938,0.061507936507936505,0.23333333333333334,0.1880952380952381,0.3615079365079365,0.5166666666666667,0.6531746031746032,0.5329365079365079,0.6712301587301587,0.9111111111111111,0.8535714285714285,0.9333333333333333,1.0,0.13333333333333333,0.31825396825396823,0.4722222222222222,0.6047619047619047,0.6007936507936508,0.7261904761904762,0.9333333333333333,0.8535714285714285,0.9333333333333333,1.0,1.0,0.5785714285714286,0.6944444444444444,0.7892857142857143,0.888095238095238,0.95,1.0,1.0,0.8809523809523809,0.9226190476190477,0.9666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[5. 3. 2. 2. 1. 0. 0. 0. 0. 0.],-1.0,-0.9126984126984127,-0.8,-0.6714285714285714,-1.0,-0.8650793650793651,-0.7412698412698413,-0.6162698412698413,-0.4753968253968254,-0.8194444444444444,-0.6944444444444444,-0.5734126984126984,-0.44246031746031744,-0.5380952380952381,-0.4150793650793651,-0.26666666666666666,-0.2563492063492063,-1.0,-0.7763888888888889,-0.6203703703703703,-0.4714285714285714,-0.3134920634920635,-0.5813492063492064,-0.4448412698412698,-0.29775132275132277,-0.12817460317460316,-0.28253968253968254,-0.12414021164021163,0.06428571428571428,-0.3273809523809524,-0.17142857142857143,0.0,0.001455026455026455,0.19444444444444445,0.3047619047619048,-0.7222222222222222,-0.5416666666666666,-0.37182539682539684,-0.19563492063492063,0.0,-0.3462301587301587,-0.18273809523809523,0.0,-0.0,0.20952380952380953,-0.05714285714285714,0.12414021164021163,0.33134920634920634,0.32242063492063494,0.6666666666666666,0.26071428571428573,0.4722222222222222,0.7083333333333334,-0.4166666666666667,-0.24404761904761904,-0.06468253968253969,0.12817460317460316,-0.05714285714285714,0.12414021164021163,0.33134920634920634,0.31666666666666665,0.2382936507936508,0.43253968253968256,0.6555555555555556,0.5682539682539682,0.7861111111111111,0.8444444444444444,-0.05952380952380952,0.12698412698412698,0.319047619047619,0.5214285714285715,0.30833333333333335,0.5059523809523809,0.7166666666666667,0.5900793650793651,0.7902777777777777,0.8763888888888889,1.0,0.31746031746031744,0.49603174603174605,0.675,0.651984126984127,0.8375,0.8763888888888889,1.0,0.6547619047619048,0.7976190476190477,0.9277777777777778,0.9083333333333333,1.0,0.8928571428571429,0.9722222222222222,1.0,1.0,1.0,1.0,1.0
[5. 3. 3. 1. 1. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.8706349206349207,-0.6416666666666667,-1.0,-1.0,-0.8722222222222222,-0.6440476190476191,-0.3682539682539683,-1.0,-0.8902116402116402,-0.6630952380952381,-0.37857142857142856,-0.7047619047619048,-0.4007936507936508,-0.07817460317460317,-0.07222222222222222,-1.0,-1.0,-0.8312169312169312,-0.5964285714285714,-0.33015873015873015,-0.8611111111111112,-0.6281746031746032,-0.3494708994708995,-0.06190476190476191,-0.38333333333333336,-0.06335978835978837,0.2833333333333333,-0.6071428571428571,-0.3396825396825397,-0.056746031746031746,-0.06335978835978837,0.24285714285714285,0.24761904761904763,-1.0,-0.8313492063492064,-0.5793650793650794,-0.2892857142857143,0.0,-0.625,-0.31706349206349205,0.0,0.0,0.33134920634920634,-0.3134920634920635,-0.0,0.2916666666666667,0.3412698412698413,0.6666666666666666,0.06626984126984127,0.3888888888888889,0.7666666666666667,-0.7916666666666666,-0.5297619047619048,-0.23333333333333334,0.06190476190476191,-0.2650793650793651,0.06335978835978837,0.35833333333333334,0.4119047619047619,0.055952380952380955,0.35833333333333334,0.7166666666666667,0.471031746031746,0.7333333333333333,0.8277777777777777,-0.44642857142857145,-0.12063492063492064,0.19007936507936507,0.45595238095238094,0.2003968253968254,0.4996031746031746,0.825,0.4996031746031746,0.7416666666666667,0.8638888888888889,1.0,-0.0,0.3242063492063492,0.5797619047619048,0.6464285714285715,0.8416666666666667,0.8638888888888889,1.0,0.4642857142857143,0.7035714285714286,0.8583333333333333,0.9361111111111111,1.0,0.8273809523809523,0.9361111111111111,1.0,1.0,1.0,1.0,1.0
[5. 3. 3. 2. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.875,-0.6309523809523809,-1.0,-1.0,-0.8809523809523809,-0.6845238095238095,-0.39285714285714285,-1.0,-0.9007936507936508,-0.7333333333333333,-0.501984126984127,-0.7833333333333333,-0.5869047619047619,-0.31666666666666665,-0.43333333333333335,-1.0,-1.0,-0.8511904761904762,-0.6428571428571429,-0.37777777777777777,-0.8809523809523809,-0.7055555555555556,-0.4857142857142857,-0.1992063492063492,-0.5738095238095238,-0.33134920634920634,-0.15,-0.6904761904761905,-0.49047619047619045,-0.24285714285714285,-0.35833333333333334,-0.06865079365079366,-0.13095238095238096,-1.0,-0.8571428571428571,-0.6507936507936508,-0.3904761904761905,-0.06111111111111111,-0.7142857142857143,-0.49166666666666664,-0.20952380952380953,-0.33134920634920634,0.0,-0.4976190476190476,-0.24722222222222223,0.06865079365079366,-0.06865079365079366,0.225,-0.24761904761904763,0.075,0.3611111111111111,-0.8333333333333334,-0.6190476190476191,-0.36666666666666664,-0.06428571428571428,-0.4642857142857143,-0.19444444444444445,0.14365079365079364,-0.0,-0.2357142857142857,0.0623015873015873,0.3055555555555556,0.075,0.4583333333333333,0.43333333333333335,-0.5714285714285714,-0.30238095238095236,0.004761904761904762,0.35595238095238096,-0.12142857142857143,0.2123015873015873,0.48333333333333334,0.13095238095238096,0.4861111111111111,0.5083333333333333,0.8666666666666667,-0.23809523809523808,0.07380952380952381,0.4119047619047619,0.28095238095238095,0.6527777777777778,0.5333333333333333,0.9,0.14285714285714285,0.46785714285714286,0.7833333333333333,0.6833333333333333,0.9,0.5238095238095238,0.8083333333333333,0.9666666666666667,0.8333333333333334,1.0,1.0,1.0
[5. 4. 1. 1. 1. 1. 0. 0. 0. 0.],-1.0,-1.0,-0.9793650793650793,-0.9047619047619048,-1.0,-1.0,-0.9441269841269841,-0.8095238095238095,-0.6285714285714286,-1.0,-0.8793650793650793,-0.6752380952380952,-0.4507936507936508,-0.49523809523809526,-0.23492063492063492,0.0,0.24126984126984127,-1.0,-1.0,-0.9023809523809524,-0.7204761904761905,-0.5079365079365079,-0.8174603174603174,-0.5595238095238095,-0.30238095238095236,-0.06349206349206349,-0.05793650793650794,0.18095238095238095,0.5952380952380952,-0.42857142857142855,-0.13015873015873017,0.12063492063492064,0.38571428571428573,0.5619047619047619,0.7571428571428571,-1.0,-0.861904761904762,-0.6444444444444445,-0.4103174603174603,-0.17857142857142858,-0.46746031746031746,-0.1880952380952381,0.05714285714285714,0.3134920634920635,0.4976190476190476,0.0,0.25952380952380955,0.46190476190476193,0.7023809523809523,0.95,0.42857142857142855,0.6222222222222222,0.9333333333333333,-0.7666666666666667,-0.5063492063492063,-0.24603174603174602,-0.006349206349206349,-0.0,0.24126984126984127,0.43333333333333335,0.6619047619047619,0.46746031746031746,0.6420634920634921,0.9333333333333333,0.8174603174603174,0.9111111111111111,1.0,-0.3,-0.0,0.24126984126984127,0.43333333333333335,0.5063492063492063,0.6619047619047619,0.9333333333333333,0.861904761904762,0.9333333333333333,1.0,1.0,0.28888888888888886,0.5063492063492063,0.6619047619047619,0.861904761904762,0.9333333333333333,1.0,1.0,0.7777777777777778,0.861904761904762,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[5. 4. 2. 1. 1. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.9638888888888889,-0.8821428571428571,-1.0,-1.0,-0.9253968253968254,-0.8051587301587302,-0.6412698412698413,-1.0,-0.8670634920634921,-0.7130952380952381,-0.5253968253968254,-0.6059523809523809,-0.40674603174603174,-0.18095238095238095,-0.06031746031746032,-1.0,-1.0,-0.8902116402116402,-0.736904761904762,-0.546031746031746,-0.823015873015873,-0.633531746031746,-0.4234126984126984,-0.19067460317460316,-0.2996031746031746,-0.06183862433862434,0.3047619047619048,-0.5535714285714286,-0.31706349206349205,-0.06481481481481481,0.06335978835978837,0.31825396825396823,0.4595238095238095,-1.0,-0.8611111111111112,-0.6876984126984127,-0.48412698412698413,-0.2563492063492063,-0.5803571428571429,-0.3615079365079365,-0.12414021164021163,0.0,0.24722222222222223,-0.25952380952380955,0.0,0.2626984126984127,0.38511904761904764,0.775,0.06626984126984127,0.3412698412698413,0.7166666666666667,-0.7916666666666666,-0.5873015873015873,-0.36587301587301585,-0.12817460317460316,-0.24126984126984127,-0.0,0.24285714285714285,0.35833333333333334,0.12817460317460316,0.38511904761904764,0.7291666666666666,0.471031746031746,0.7208333333333333,0.8277777777777777,-0.44642857142857145,-0.19285714285714287,0.06335978835978837,0.30952380952380953,0.19007936507936507,0.42896825396825394,0.7416666666666667,0.573015873015873,0.7833333333333333,0.8638888888888889,1.0,-0.0,0.2623015873015873,0.4996031746031746,0.6015873015873016,0.7916666666666666,0.9,1.0,0.4642857142857143,0.675,0.8416666666666667,0.9,1.0,0.8273809523809523,0.9361111111111111,1.0,1.0,1.0,1.0,1.0
[5. 4. 2. 2. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-0.9642857142857143,-0.9166666666666666,-1.0,-1.0,-0.9285714285714286,-0.8373015873015873,-0.7222222222222222,-1.0,-0.8809523809523809,-0.7619047619047619,-0.6317460317460317,-0.6904761904761905,-0.5619047619047619,-0.3976190476190476,-0.3619047619047619,-1.0,-1.0,-0.9007936507936508,-0.7785714285714286,-0.6349206349206349,-0.8511904761904762,-0.7055555555555556,-0.5535714285714286,-0.3630952380952381,-0.49047619047619045,-0.31825396825396823,-0.075,-0.6587301587301587,-0.4857142857142857,-0.28253968253968254,-0.24285714285714285,0.0,0.075,-1.0,-0.8809523809523809,-0.7428571428571429,-0.5869047619047619,-0.3888888888888889,-0.6746031746031746,-0.5166666666666667,-0.33134920634920634,-0.2916666666666667,-0.06865079365079366,-0.46190476190476193,-0.2626984126984127,0.0,-0.0,0.4027777777777778,-0.24761904761904763,-0.0,0.3055555555555556,-0.8333333333333334,-0.6666666666666666,-0.49047619047619045,-0.2833333333333333,-0.43333333333333335,-0.24285714285714285,-0.0,-0.0,-0.17857142857142858,0.06865079365079366,0.3527777777777778,0.075,0.4083333333333333,0.43333333333333335,-0.5714285714285714,-0.36666666666666664,-0.1373015873015873,0.15,-0.10952380952380952,0.1373015873015873,0.4,0.20595238095238094,0.5305555555555556,0.5083333333333333,0.8666666666666667,-0.23809523809523808,0.004761904761904762,0.2873015873015873,0.2619047619047619,0.5611111111111111,0.6083333333333333,0.9,0.14285714285714285,0.4119047619047619,0.7277777777777777,0.6333333333333333,0.9333333333333333,0.5238095238095238,0.7833333333333333,0.9333333333333333,0.8333333333333334,1.0,1.0,1.0
[5. 4. 3. 1. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-0.8511904761904762,-1.0,-1.0,-1.0,-0.8531746031746031,-0.5753968253968254,-1.0,-1.0,-0.8630952380952381,-0.5801587301587302,-0.8809523809523809,-0.5976190476190476,-0.21666666666666667,-0.21666666666666667,-1.0,-1.0,-1.0,-0.8630952380952381,-0.5984126984126984,-1.0,-0.8748015873015873,-0.6130952380952381,-0.2650793650793651,-0.640079365079365,-0.27380952380952384,0.15,-0.8928571428571429,-0.6531746031746032,-0.31666666666666665,-0.3412698412698413,0.06865079365079366,0.0,-1.0,-1.0,-0.8809523809523809,-0.6388888888888888,-0.3134920634920635,-0.8928571428571429,-0.6581349206349206,-0.32242063492063494,-0.3412698412698413,0.06865079365079366,-0.7023809523809523,-0.38511904761904764,0.0,0.0,0.4027777777777778,-0.4595238095238095,-0.06865079365079366,0.4027777777777778,-1.0,-0.8690476190476191,-0.6261904761904762,-0.3047619047619048,-0.6476190476190476,-0.31825396825396823,0.0623015873015873,0.06865079365079366,-0.38452380952380955,-0.0,0.44166666666666665,-0.075,0.3638888888888889,0.375,-0.8571428571428571,-0.5928571428571429,-0.24761904761904763,0.13095238095238096,-0.2654761904761905,0.1373015873015873,0.5611111111111111,0.06865079365079366,0.48055555555555557,0.4583333333333333,0.8666666666666667,-0.5595238095238095,-0.19047619047619047,0.20595238095238094,0.2123015873015873,0.5972222222222222,0.5694444444444444,0.9,-0.13333333333333333,0.28095238095238095,0.6333333333333333,0.6805555555555556,0.9333333333333333,0.35595238095238096,0.7083333333333334,0.9666666666666667,0.7833333333333333,0.9666666666666667,1.0,1.0
[5. 4. 4. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8333333333333334,-1.0,-1.0,-1.0,-0.8333333333333334,-1.0,-0.8333333333333334,-0.4166666666666667,-0.4166666666666667,-1.0,-1.0,-1.0,-1.0,-0.8888888888888888,-1.0,-1.0,-0.8888888888888888,-0.5611111111111111,-0.8888888888888888,-0.5611111111111111,-0.016666666666666666,-1.0,-0.9333333333333333,-0.6916666666666667,-0.6916666666666667,-0.20555555555555555,-0.4,-1.0,-1.0,-1.0,-0.9166666666666666,-0.6666666666666666,-1.0,-0.9166666666666666,-0.6666666666666666,-0.6666666666666666,-0.225,-0.95,-0.775,-0.4027777777777778,-0.4027777777777778,0.0,-0.8416666666666667,-0.5611111111111111,-0.08055555555555556,-1.0,-1.0,-0.9166666666666666,-0.6833333333333333,-0.9166666666666666,-0.6833333333333333,-0.2833333333333333,-0.2833333333333333,-0.7833333333333333,-0.4444444444444444,0.08055555555555556,-0.5972222222222222,-0.16111111111111112,-0.24166666666666667,-1.0,-0.9166666666666666,-0.6833333333333333,-0.2833333333333333,-0.6833333333333333,-0.2833333333333333,0.24166666666666667,-0.4444444444444444,0.08055555555555556,-0.16111111111111112,0.4,-0.9166666666666666,-0.6833333333333333,-0.2833333333333333,-0.2833333333333333,0.24166666666666667,0.08055555555555556,0.5,-0.6833333333333333,-0.2833333333333333,0.24166666666666667,0.24166666666666667,0.7222222222222222,-0.2833333333333333,0.24166666666666667,0.7666666666666667,0.24166666666666667,0.7666666666666667,0.7666666666666667,1.0
