,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0.],[2. 2. 1. 1. 1. 1. 1. 1. 1. 0. 0.],[2. 2. 2. 1. 1. 1. 1. 1. 0. 0. 0.],[2. 2. 2. 2. 1. 1. 1. 0. 0. 0. 0.],[2. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0.],[3. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.],[3. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0.],[3. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0.],[3. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0.],[3. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0.],[3. 3. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[3. 3. 2. 1. 1. 1. 0. 0. 0. 0. 0.],[3. 3. 2. 2. 1. 0. 0. 0. 0. 0. 0.],[3. 3. 3. 1. 1. 0. 0. 0. 0. 0. 0.],[3. 3. 3. 2. 0. 0. 0. 0. 0. 0. 0.],[4. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0.],[4. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[4. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0.],[4. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0.],[4. 3. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[4. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0.],[4. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0.],[4. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[4. 4. 2. 1. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 3. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0.],[5. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[5. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0.],[5. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0.],[5. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[5. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0.],[5. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[5. 4. 2. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0.],[6. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[6. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0.],[6. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[6. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0.],[7. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[7. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],[8. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[10.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
[7. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-0.9873737373737373,-1.0,-1.0,-1.0,-0.9646464646464646,-0.8636363636363636,-1.0,-0.9295454545454546,-0.7909090909090909,-0.7045454545454546,-0.43787878787878787,-1.0,-1.0,-0.9295454545454546,-0.7712121212121212,-0.8797979797979798,-0.6797979797979798,-0.38484848484848483,-0.26212121212121214,-0.5424242424242425,-0.19797979797979798,0.3333333333333333,-1.0,-0.8797979797979798,-0.6550505050505051,-0.33181818181818185,-0.5424242424242425,-0.19797979797979798,0.3333333333333333,0.0,0.4080808080808081,0.5878787878787879,-0.8131313131313131,-0.5121212121212121,-0.13383838383838384,0.0,0.4080808080808081,0.5878787878787879,0.9454545454545454,-0.4303030303030303,0.0,0.4484848484848485,0.5626262626262626,0.9454545454545454,0.1393939393939394,0.5626262626262626,0.9181818181818182,0.7414141414141414,0.9454545454545454,1.0,1.0
[7. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9919191919191919,-1.0,-1.0,-0.9757575757575757,-0.9393939393939394,-0.8787878787878788,-0.7878787878787878,-1.0,-1.0,-0.9757575757575757,-0.9333333333333333,-0.9515151515151515,-0.8666666666666667,-0.7414141414141414,-0.6484848484848484,-0.7818181818181819,-0.5878787878787879,-0.22424242424242424,-1.0,-0.9515151515151515,-0.8545454545454545,-0.6909090909090909,-0.7818181818181819,-0.5878787878787879,-0.22424242424242424,-0.4383838383838384,-0.07474747474747474,0.07474747474747474,-0.9191919191919192,-0.7636363636363637,-0.5232323232323233,-0.4383838383838384,-0.07474747474747474,0.07474747474747474,0.6727272727272727,-0.7212121212121212,-0.4484848484848485,0.0,-0.0,0.6545454545454545,-0.3333333333333333,0.07474747474747474,0.5636363636363636,0.22424242424242424,0.7454545454545455,0.7818181818181819,1.0
[7. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9030303030303031,-1.0,-1.0,-0.9212121212121213,-0.9454545454545454,-0.6757575757575758,-1.0,-1.0,-1.0,-0.8939393939393939,-1.0,-0.9151515151515152,-0.6272727272727273,-0.6717171717171717,-0.9090909090909091,-0.6181818181818182,-0.1494949494949495,-1.0,-1.0,-0.8848484848484849,-0.5575757575757576,-0.9090909090909091,-0.5949494949494949,-0.07474747474747474,-0.5878787878787879,-0.07474747474747474,0.0,-1.0,-0.8757575757575757,-0.5181818181818182,-0.5626262626262626,0.0,0.0,0.6727272727272727,-0.9030303030303031,-0.5626262626262626,0.0,0.0,0.6545454545454545,-0.5575757575757576,-0.0,0.6545454545454545,0.07474747474747474,0.6727272727272727,0.7636363636363637,1.0
[7. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8909090909090909,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9181818181818182,-0.9181818181818182,-1.0,-0.9454545454545454,-0.6363636363636364,-1.0,-1.0,-1.0,-0.9181818181818182,-1.0,-0.9181818181818182,-0.5636363636363636,-0.9454545454545454,-0.6545454545454545,-0.6727272727272727,-1.0,-1.0,-0.9181818181818182,-0.9181818181818182,-0.5636363636363636,-0.6545454545454545,0.0,-1.0,-0.9454545454545454,-0.6545454545454545,-0.6545454545454545,0.0,-0.9454545454545454,-0.6727272727272727,-0.0,-0.6727272727272727,-0.0,-0.0,0.8181818181818182
[8. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9242424242424242,-1.0,-1.0,-0.8787878787878788,-0.8196969696969697,-0.4909090909090909,-1.0,-1.0,-1.0,-0.8787878787878788,-1.0,-0.8196969696969697,-0.4909090909090909,-0.33181818181818185,-0.7454545454545455,-0.33181818181818185,0.3333333333333333,-1.0,-1.0,-0.8196969696969697,-0.4909090909090909,-0.7454545454545455,-0.33181818181818185,0.3333333333333333,-0.1393939393939394,0.3333333333333333,0.5575757575757576,-1.0,-0.7454545454545455,-0.33181818181818185,-0.1393939393939394,0.3333333333333333,0.5575757575757576,0.9454545454545454,-0.6545454545454545,-0.1393939393939394,0.3333333333333333,0.5575757575757576,0.9454545454545454,0.0,0.5303030303030303,0.9454545454545454,0.6909090909090909,0.9181818181818182,1.0,1.0
[8. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9757575757575757,-0.9454545454545454,-0.8090909090909091,-1.0,-1.0,-1.0,-0.9757575757575757,-1.0,-0.9454545454545454,-0.7878787878787878,-0.7181818181818181,-0.9090909090909091,-0.694949494949495,-0.22424242424242424,-1.0,-1.0,-0.9454545454545454,-0.7666666666666667,-0.9090909090909091,-0.694949494949495,-0.22424242424242424,-0.5878787878787879,-0.1494949494949495,0.0,-1.0,-0.9090909090909091,-0.6717171717171717,-0.5878787878787879,-0.1494949494949495,0.0,0.6727272727272727,-0.8666666666666667,-0.5626262626262626,-0.07474747474747474,0.0,0.6727272727272727,-0.5303030303030303,0.0,0.6545454545454545,0.07474747474747474,0.6545454545454545,0.7636363636363637,1.0
[8. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9727272727272728,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9454545454545454,-0.9727272727272728,-1.0,-0.9454545454545454,-0.7636363636363637,-1.0,-1.0,-1.0,-0.9181818181818182,-1.0,-0.9454545454545454,-0.7454545454545455,-0.9454545454545454,-0.6727272727272727,-0.6727272727272727,-1.0,-1.0,-0.9181818181818182,-0.9454545454545454,-0.6545454545454545,-0.6727272727272727,0.0,-1.0,-0.9181818181818182,-0.5636363636363636,-0.6545454545454545,0.0,-0.9454545454545454,-0.6545454545454545,0.0,-0.6727272727272727,-0.0,-0.0,0.8181818181818182
[9. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8303030303030303,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8303030303030303,-0.7878787878787878,-1.0,-0.7878787878787878,-0.22424242424242424,-1.0,-1.0,-1.0,-0.8303030303030303,-1.0,-0.7878787878787878,-0.22424242424242424,-0.7414141414141414,-0.22424242424242424,-0.07474747474747474,-1.0,-1.0,-0.7878787878787878,-0.7414141414141414,-0.22424242424242424,-0.07474747474747474,0.6727272727272727,-1.0,-0.7414141414141414,-0.22424242424242424,-0.07474747474747474,0.6727272727272727,-0.6909090909090909,-0.07474747474747474,0.6727272727272727,0.0,0.6545454545454545,0.7454545454545455,1.0
[9. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9727272727272728,-1.0,-0.9727272727272728,-0.7818181818181819,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9727272727272728,-0.7818181818181819,-0.9454545454545454,-0.7636363636363637,-0.6727272727272727,-1.0,-1.0,-0.9727272727272728,-0.9454545454545454,-0.7636363636363637,-0.6727272727272727,0.0,-1.0,-0.9454545454545454,-0.7454545454545455,-0.6727272727272727,0.0,-0.9181818181818182,-0.6545454545454545,0.0,-0.6545454545454545,0.0,-0.0,0.8181818181818182
[10.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.],-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7818181818181819,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7818181818181819,-1.0,-0.7818181818181819,-0.7636363636363637,-1.0,-1.0,-1.0,-1.0,-0.7818181818181819,-0.7636363636363637,0.0,-1.0,-1.0,-0.7818181818181819,-0.7636363636363637,0.0,-1.0,-0.7636363636363637,0.0,-0.7454545454545455,0.0,0.0,0.8181818181818182
[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8181818181818182,-1.0,-1.0,-1.0,-1.0,-0.8181818181818182,-1.0,-1.0,-0.8181818181818182,-1.0,-0.8181818181818182,-0.8181818181818182,0.0
