,[2. 2. 2. 2. 1. 1. 1. 1.],[2. 2. 2. 2. 2. 1. 1. 0.],[2. 2. 2. 2. 2. 2. 0. 0.],[3. 2. 2. 1. 1. 1. 1. 1.],[3. 2. 2. 2. 1. 1. 1. 0.],[3. 2. 2. 2. 2. 1. 0. 0.],[3. 3. 1. 1. 1. 1. 1. 1.],[3. 3. 2. 1. 1. 1. 1. 0.],[3. 3. 2. 2. 1. 1. 0. 0.],[3. 3. 2. 2. 2. 0. 0. 0.],[3. 3. 3. 1. 1. 1. 0. 0.],[3. 3. 3. 2. 1. 0. 0. 0.],[3. 3. 3. 3. 0. 0. 0. 0.],[4. 2. 1. 1. 1. 1. 1. 1.],[4. 2. 2. 1. 1. 1. 1. 0.],[4. 2. 2. 2. 1. 1. 0. 0.],[4. 2. 2. 2. 2. 0. 0. 0.],[4. 3. 1. 1. 1. 1. 1. 0.],[4. 3. 2. 1. 1. 1. 0. 0.],[4. 3. 2. 2. 1. 0. 0. 0.],[4. 3. 3. 1. 1. 0. 0. 0.],[4. 3. 3. 2. 0. 0. 0. 0.],[4. 4. 1. 1. 1. 1. 0. 0.],[4. 4. 2. 1. 1. 0. 0. 0.],[4. 4. 2. 2. 0. 0. 0. 0.],[4. 4. 3. 1. 0. 0. 0. 0.],[4. 4. 4. 0. 0. 0. 0. 0.],[5. 1. 1. 1. 1. 1. 1. 1.],[5. 2. 1. 1. 1. 1. 1. 0.],[5. 2. 2. 1. 1. 1. 0. 0.],[5. 2. 2. 2. 1. 0. 0. 0.],[5. 3. 1. 1. 1. 1. 0. 0.],[5. 3. 2. 1. 1. 0. 0. 0.],[5. 3. 2. 2. 0. 0. 0. 0.],[5. 3. 3. 1. 0. 0. 0. 0.],[5. 4. 1. 1. 1. 0. 0. 0.],[5. 4. 2. 1. 0. 0. 0. 0.],[5. 4. 3. 0. 0. 0. 0. 0.],[5. 5. 1. 1. 0. 0. 0. 0.],[5. 5. 2. 0. 0. 0. 0. 0.],[6. 1. 1. 1. 1. 1. 1. 0.],[6. 2. 1. 1. 1. 1. 0. 0.],[6. 2. 2. 1. 1. 0. 0. 0.],[6. 2. 2. 2. 0. 0. 0. 0.],[6. 3. 1. 1. 1. 0. 0. 0.],[6. 3. 2. 1. 0. 0. 0. 0.],[6. 3. 3. 0. 0. 0. 0. 0.],[6. 4. 1. 1. 0. 0. 0. 0.],[6. 4. 2. 0. 0. 0. 0. 0.],[6. 5. 1. 0. 0. 0. 0. 0.],[6. 6. 0. 0. 0. 0. 0. 0.],[7. 1. 1. 1. 1. 1. 0. 0.],[7. 2. 1. 1. 1. 0. 0. 0.],[7. 2. 2. 1. 0. 0. 0. 0.],[7. 3. 1. 1. 0. 0. 0. 0.],[7. 3. 2. 0. 0. 0. 0. 0.],[7. 4. 1. 0. 0. 0. 0. 0.],[7. 5. 0. 0. 0. 0. 0. 0.],[8. 1. 1. 1. 1. 0. 0. 0.],[8. 2. 1. 1. 0. 0. 0. 0.],[8. 2. 2. 0. 0. 0. 0. 0.],[8. 3. 1. 0. 0. 0. 0. 0.],[8. 4. 0. 0. 0. 0. 0. 0.],[9. 1. 1. 1. 0. 0. 0. 0.],[9. 2. 1. 0. 0. 0. 0. 0.],[9. 3. 0. 0. 0. 0. 0. 0.],[10.  1.  1.  0.  0.  0.  0.  0.],[10.  2.  0.  0.  0.  0.  0.  0.],[11.  1.  0.  0.  0.  0.  0.  0.],[12.  0.  0.  0.  0.  0.  0.  0.]
[3. 3. 3. 1. 1. 1. 0. 0.],-0.42857142857142855,-0.16071428571428573,0.0,-0.42857142857142855,-0.17142857142857143,0.0,-0.5,-0.19642857142857142,0.0,0.14464285714285716,0.0,0.17142857142857143,0.42857142857142855,-0.3392857142857143,-0.15,0.005357142857142857,0.12857142857142856,-0.19642857142857142,-0.0,0.14464285714285716,0.18571428571428572,0.3107142857142857,-0.02142857142857143,0.14464285714285716,0.2714285714285714,0.37142857142857144,0.6428571428571429,-0.125,0.08928571428571429,0.23214285714285715,0.3375,0.2642857142857143,0.39107142857142857,0.48214285714285715,0.6321428571428571,0.40535714285714286,0.5071428571428571,0.8214285714285714,0.7785714285714286,0.8214285714285714,0.35714285714285715,0.475,0.5464285714285714,0.6214285714285714,0.6625,0.7071428571428572,0.9285714285714286,0.7785714285714286,0.8214285714285714,1.0,1.0,0.7321428571428571,0.7482142857142857,0.7821428571428571,0.9142857142857143,0.9285714285714286,1.0,1.0,0.9357142857142857,0.9142857142857143,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[3. 3. 3. 2. 1. 0. 0. 0.],0.0,0.19642857142857142,0.35714285714285715,-0.19642857142857142,0.0,0.175,-0.35714285714285715,-0.175,0.0,0.17142857142857143,-0.17142857142857143,0.0,-0.0,-0.25,-0.08571428571428572,0.075,0.225,-0.24107142857142858,-0.08125,0.07857142857142857,-0.08214285714285714,0.08928571428571429,-0.15714285714285714,-0.007142857142857143,0.15,-0.0,0.10714285714285714,-0.125,0.0625,0.22857142857142856,0.37589285714285714,0.07857142857142857,0.24285714285714285,0.4035714285714286,0.2857142857142857,0.15,0.3142857142857143,0.42857142857142855,0.4785714285714286,0.6428571428571429,0.21428571428571427,0.3821428571428571,0.5196428571428572,0.6392857142857142,0.40714285714285714,0.5625,0.6964285714285714,0.4785714285714286,0.6428571428571429,0.7857142857142857,1.0,0.5357142857142857,0.65625,0.7535714285714286,0.7035714285714286,0.8303571428571429,0.7857142857142857,1.0,0.7857142857142857,0.8535714285714285,0.9107142857142857,0.9196428571428571,1.0,0.9392857142857143,0.9642857142857143,1.0,1.0,1.0,1.0,1.0
[3. 3. 3. 3. 0. 0. 0. 0.],0.0,0.5,0.7857142857142857,-0.5,0.0,0.42857142857142855,-0.7857142857142857,-0.42857142857142855,0.0,0.42857142857142855,-0.42857142857142855,0.0,0.0,-0.5,-0.2857142857142857,-0.0,0.3142857142857143,-0.5714285714285714,-0.3142857142857143,-0.0,-0.35714285714285715,-0.0,-0.5428571428571428,-0.3,-0.0,-0.35714285714285715,-0.42857142857142855,-0.5,-0.2857142857142857,-0.0,0.3142857142857143,-0.3142857142857143,-0.0,0.35714285714285715,-0.0,-0.3,-0.0,-0.0,-0.0,0.35714285714285715,-0.2857142857142857,-0.0,0.3142857142857143,0.6142857142857143,-0.0,0.35714285714285715,0.5,-0.0,0.35714285714285715,0.35714285714285715,0.7857142857142857,-0.0,0.3142857142857143,0.6142857142857143,0.35714285714285715,0.7142857142857143,0.35714285714285715,0.7857142857142857,0.3142857142857143,0.6142857142857143,0.8571428571428571,0.7142857142857143,0.7857142857142857,0.6142857142857143,0.8571428571428571,1.0,0.8571428571428571,1.0,1.0,1.0
[4. 2. 1. 1. 1. 1. 1. 1.],-1.0,-1.0,-1.0,-0.6607142857142857,-0.625,-0.625,0.0,-0.08928571428571429,-0.14285714285714285,-0.16071428571428573,0.3392857142857143,0.25,0.5,0.0,-0.10714285714285714,-0.17857142857142858,-0.21428571428571427,0.5357142857142857,0.375,0.25,0.7321428571428571,0.5714285714285714,0.8928571428571429,0.7857142857142857,0.6428571428571429,1.0,1.0,0.75,0.5357142857142857,0.35714285714285715,0.21428571428571427,0.8392857142857143,0.7142857142857143,0.5535714285714286,1.0,1.0,1.0,1.0,1.0,1.0,0.9642857142857143,0.8928571428571429,0.7857142857142857,0.6428571428571429,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[4. 2. 2. 1. 1. 1. 1. 0.],-0.7857142857142857,-0.7619047619047619,-0.7857142857142857,-0.38095238095238093,-0.425,-0.4714285714285714,0.0,-0.08095238095238096,-0.1523809523809524,-0.20357142857142857,0.15,0.08571428571428572,0.2857142857142857,0.10714285714285714,0.0,-0.0869047619047619,-0.15714285714285714,0.34523809523809523,0.25,0.16428571428571428,0.46190476190476193,0.38095238095238093,0.680952380952381,0.5904761904761905,0.5047619047619047,0.7857142857142857,1.0,0.625,0.4523809523809524,0.3345238095238095,0.23214285714285715,0.6178571428571429,0.5285714285714286,0.4357142857142857,0.7202380952380952,0.8821428571428571,0.8261904761904761,1.0,1.0,1.0,0.8928571428571429,0.7773809523809524,0.6821428571428572,0.5928571428571429,0.8821428571428571,0.8261904761904761,1.0,1.0,1.0,1.0,1.0,0.9821428571428571,0.9464285714285714,0.9071428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[4. 2. 2. 2. 1. 1. 0. 0.],-0.42857142857142855,-0.4880952380952381,-0.5714285714285714,-0.16071428571428573,-0.24642857142857144,-0.3345238095238095,0.0,-0.075,-0.15119047619047618,-0.22857142857142856,-0.005357142857142857,-0.075,0.0,0.17857142857142858,0.0869047619047619,0.0,-0.08928571428571429,0.2261904761904762,0.15357142857142858,0.08214285714285714,0.21666666666666667,0.15714285714285714,0.4714285714285714,0.4172619047619048,0.37142857142857144,0.4880952380952381,0.8214285714285714,0.5,0.40476190476190477,0.32261904761904764,0.24642857142857144,0.425,0.37083333333333335,0.3107142857142857,0.4357142857142857,0.6696428571428571,0.6476190476190476,0.7619047619047619,0.8547619047619047,0.8809523809523809,0.7857142857142857,0.6821428571428572,0.6190476190476191,0.5678571428571428,0.6821428571428572,0.6607142857142857,0.7619047619047619,0.8833333333333333,0.9047619047619048,1.0,1.0,0.9285714285714286,0.8696428571428572,0.8428571428571429,0.8833333333333333,0.9047619047619048,1.0,1.0,0.9857142857142858,0.969047619047619,0.9761904761904762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[4. 2. 2. 2. 2. 0. 0. 0.],0.0,-0.10714285714285714,-0.25,0.0,-0.07857142857142857,-0.17857142857142858,0.0,-0.07142857142857142,-0.15,-0.26785714285714285,-0.12857142857142856,-0.225,-0.3142857142857143,0.21428571428571427,0.15714285714285714,0.08928571428571429,0.0,0.14285714285714285,0.075,-0.0,-0.0,-0.10714285714285714,0.3,0.25357142857142856,0.21428571428571427,0.17142857142857143,0.42857142857142855,0.375,0.35714285714285715,0.3107142857142857,0.26785714285714285,0.2785714285714286,0.225,0.16071428571428573,0.14642857142857144,0.45,0.4392857142857143,0.35714285714285715,0.6071428571428571,0.6785714285714286,0.6428571428571429,0.5928571428571429,0.5678571428571428,0.5892857142857143,0.4857142857142857,0.475,0.39285714285714285,0.6678571428571428,0.75,0.8214285714285714,1.0,0.8214285714285714,0.7857142857142857,0.8035714285714286,0.6821428571428572,0.75,0.8571428571428571,1.0,0.9285714285714286,0.925,1.0,0.8571428571428571,1.0,0.9821428571428571,1.0,1.0,1.0,1.0,1.0,1.0
[4. 3. 1. 1. 1. 1. 1. 0.],-0.9285714285714286,-0.8214285714285714,-0.6428571428571429,-0.7619047619047619,-0.5803571428571429,-0.42857142857142855,-0.5,-0.2857142857142857,-0.15476190476190477,-0.07142857142857142,0.19642857142857142,0.24107142857142858,0.5714285714285714,-0.5357142857142857,-0.34523809523809523,-0.2261904761904762,-0.14285714285714285,0.0,0.08630952380952381,0.1488095238095238,0.5119047619047619,0.5,0.40476190476190477,0.40476190476190477,0.40476190476190477,0.7976190476190477,1.0,-0.125,-0.0,0.07738095238095238,0.14285714285714285,0.4523809523809524,0.45535714285714285,0.4523809523809524,0.7976190476190477,0.7767857142857143,0.7351190476190477,1.0,1.0,1.0,0.5357142857142857,0.5,0.5059523809523809,0.5,0.8392857142857143,0.7976190476190477,1.0,1.0,1.0,1.0,1.0,0.8988095238095238,0.8392857142857143,0.7976190476190477,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[4. 3. 2. 1. 1. 1. 0. 0.],-0.7428571428571429,-0.5892857142857143,-0.4642857142857143,-0.5535714285714286,-0.4160714285714286,-0.30952380952380953,-0.35714285714285715,-0.25,-0.15595238095238095,-0.075,0.0,0.08125,0.3142857142857143,-0.375,-0.25,-0.15357142857142858,-0.075,-0.08630952380952381,0.0,0.075,0.24047619047619048,0.30833333333333335,0.16904761904761906,0.24047619047619048,0.2976190476190476,0.5035714285714286,0.8214285714285714,-0.125,-0.005952380952380952,0.07738095238095238,0.14464285714285716,0.2392857142857143,0.3005952380952381,0.3547619047619048,0.5285714285714286,0.49107142857142855,0.5386904761904762,0.8095238095238095,0.7785714285714286,0.8214285714285714,0.35714285714285715,0.40476190476190477,0.44285714285714284,0.48214285714285715,0.6053571428571428,0.6404761904761904,0.8571428571428571,0.8238095238095238,0.8571428571428571,1.0,1.0,0.7321428571428571,0.7196428571428571,0.7321428571428571,0.8690476190476191,0.8928571428571429,1.0,1.0,0.9357142857142857,0.9142857142857143,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
[4. 3. 2. 2. 1. 0. 0. 0.],-0.42857142857142855,-0.30952380952380953,-0.21428571428571427,-0.3333333333333333,-0.25357142857142856,-0.175,-0.2857142857142857,-0.22142857142857142,-0.15595238095238095,-0.08214285714285714,-0.14464285714285716,-0.07857142857142857,0.0,-0.25,-0.16428571428571428,-0.08214285714285714,0.0,-0.1488095238095238,-0.075,0.0,-0.0,0.08333333333333333,-0.0,0.07976190476190476,0.16904761904761906,0.17023809523809524,0.42857142857142855,-0.125,-0.017857142857142856,0.07142857142857142,0.15714285714285714,0.075,0.15148809523809523,0.2392857142857143,0.22976190476190475,0.2357142857142857,0.32976190476190476,0.45535714285714285,0.4785714285714286,0.6071428571428571,0.21428571428571427,0.30714285714285716,0.3898809523809524,0.4785714285714286,0.37589285714285714,0.4654761904761905,0.5714285714285714,0.5535714285714286,0.6785714285714286,0.7857142857142857,1.0,0.5357142857142857,0.6017857142857143,0.6761904761904762,0.6535714285714286,0.7589285714285714,0.8303571428571429,1.0,0.7857142857142857,0.8285714285714286,0.8928571428571429,0.875,1.0,0.9392857142857143,0.9642857142857143,1.0,1.0,1.0,1.0,1.0
